"ï»¿web-scraper-order","web-scraper-start-url","Ulasan","label"
"1700618869-1023","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Harga terjangkau dengan lokasi ditengah kota, kamar bersih dan nyaman, pelayanan friendly banget. Pas buat perjalanan bisnis dan liburan apalagi ada minimarket dan gerai kopi JJ dilobby. Sarapan kurang banyak pilihan menu tapi rasa lumayan enak.","positif"
"1700618869-1024","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan nya sangat memuaskan, mas2 mbak2 nya baik dan ramah. Sarapan nya selalu tersedia tepat waktu. Lokasi nya strategis. Interior hotel nya bagus karena warna warniðŸ‘ðŸ» Kamar hotelnya bagus. Wifi nya kenceng","positif"
"1700618869-1025","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamarnya lucu suka style kamar mandinya. Kebarsihan okay, makanan enak dan service nya lumayan. Strategis untuk yang lagi cari hotel dekat pusat kota, delta, tunjungan plaza, rsud dokter soetomo, kampus a dan b unair","positif"
"1700618869-1026","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamar di POP hotel nyaman sekalii, design interiornya menarik sekalii dan kebersihan yang terjagaðŸ™ðŸ» Selain itu pelayanan juga ramah, makanan yang disajikan pun semua nya enak dan lengkap bgtt. Disini fasilitas udh lengkap jugaa","positif"
"1700618869-1027","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Alhamdulillah, dapat makanannya enak. Kamar hotel nya nyaman, kamar mandi bersih. Ada kolam renang nya seneng juga liatnya. Petugas, receptionist nya ramah, TV nya enak nyaman lebar. Cuma kurang lemari ajaa sih hehe, pengen ada lemari nya buat nyimpen baju. Wi-Fi nya kurang lancar terkadang.  Hotel ini rekomended sih menurutku kalo buat acara-acara lain jugaaa :)","positif"
"1700618869-1028","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","nyaman dan pelayanannya bagus. Fasilitas di kamar ada tv, ac dingin, wastafel, kamar mandi. Ada kolam renang juga. Sesuai budget dan bisa dijadikan referensi untuk penginapan acara acara kampus. Namun belum ada lemari pakaian, dan kadang wifinya putus putus.","positif"
"1700618869-1029","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Petugas ramah, fasilitas nyaman, makanan memuaskan. Petugas memberikan kenyamanan dan keramahan dalam menjalankan tugas.. Fasilitas kamar baik, namun bingung meletakkan pakaian dimana, taoi sangat direkomendasikan untuk penginapan yang memberikan pelayanan berkualitaa","positif"
"1700618869-1030","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Petugasnya ramah baik ganteng,cantik Fasilitasnya juga bagus kasurnya empuk Pemandangan dari dalam hotelnya bagusdihotel ini ada kolam renang ada alfa express ada juga spa tempat bermain bagi anak""untuk rasa makanannya enak me","positif"
"1700618869-1031","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Servis nya ramah dan bagus petugas nya baik saya di perlakukan dengan baik kamar fasilitas nya lengkap di hotel ada kolam renag nya ada juga spa dan tempat main anak dan rasa makan juga enak semuaaaaaaa","positif"
"1700618869-1032","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","semua fasilitas dihotel ini semua tersedia,bisa berenang sepuasnya. Fasilitas dikamar lengkap untuk petugasnya cantik dan cakep  baik hati, terimakasih untuk kakak2 berdua rambut pendek,menu sarapannya enak banget ,kamarnya minimalis nyaman banget","positif"
"1700618869-1033","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan baik, promo juga pas untuk para backpaker, kamarnya nyaman, terdapat fasilitas alfamart didalam hotel, adanya coffe corner janji jiwa didalam hotel, menu sarapan pagi cukup lumayan untuk bekal sarapan","positif"
"1700618869-1034","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Proses pemesanan mudah, pelayanan sangat baik, kamar bersih dan nyaman, harga sangat bersahabat, fasilitas lengkap, sangat recommended buat temen temen sekalian.. Terimakasih hotel pop atas pelayanan dan fasilitasnya..","positif"
"1700618869-1035","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Untuk pelayanan sangat cepat dan ramah sekali mbaknya ,untuk informasi yg disampaikan cukup jelas. Variasi sarapan cukup banyak , fasilitas dikamar juga sudah lengkap. Cocok untuk direkomendasikan dan letaknya juga strategis","positif"
"1700618869-1036","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanannya ramah, saat memasuki kamar terlihat rapi dan bersih, selain itu tempat yang strategis memudahkan pengunjung untuk sekedar membeli jajan atau jalan-jalan, pokok rekom banget buat kalian yang jalan-jalan ke surabaya.","positif"
"1700618869-1037","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan check in ok,menu breakfast ditmbh variasi nya..diruangan blm ad pemanas air utk kopi.mgjn bs ditmbh. Paket lengkap dibwh ad alfa express,kopi janji jiwa sm internet corner.. Tmpt strategis.. Kt rncna mau ketunjungan plaza lbh dekat.","positif"
"1700618869-1038","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Minta tambah keset gratis, tambah sabun sampo gratis, tambah bantal satunya 20rb, fasilitas sarapan oke, akses lift oke, kamar mandi oke, bedcovernya agak bauk, fasilitas air panas nya pertama anget tapi trus panas batt","positif"
"1700618869-1039","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel pop surabaya memiliki pmndgan yg sangat indah dan sangat menginspirasi dengan desain2 unik menarik..bagi ada yg suka traveling boleh coba mnginap di hotel pop yang cabangnya berada di beberapa kota","positif"
"1700618869-1040","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","saat awal check in sudah mendapat layanan dengan baik dan juga ramah bangett wkwkwkwkwkwk terus merasa terbantu sekali. ac nya sudah dingin, fasilitas kamar oke dengan budget yang segini. pokoknya top lah hihihi","positif"
"1700618869-1041","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel ini bener-bener tengah kota Surabaya.Dekat dengan stasiun Gubeng.Jadi kalau kemalaman penyelamat banget tinggal jalan.Dari segi pelayanan memuaskan. Pelayanan kamar cepat di tangani.Hanya tidak menemukan sikat gigi dan pasta.untung seh bawa.huhuhu...Dengan harga segini, makanan juga mengenyangkan.buahnya tambahin dunk.Ini kedua atau ketiga kali nginep disini.Jadi tempat transit yg menyenangkan.Kamarnya juga bersih.so far very recomanded.","positif"
"1700618869-1042","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel low budget yang cukup nyaman cocok untuk yg perjalanan backpacker, lokasi strategis berada dipusat kota mudah sekali dijangkau, staff hotel ramah-ramah,  sebaiknya lebih meningkatkan kebersihan. Tks","positif"
"1700618869-1043","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan di dalam hotel ramah, fasilitas yang ditawarkan juga lumayan, posisinya hotelnya juga pas di tengah kota. Saran mungkin dapat dilakukan peningkatan lemari pakaian. Overall semuanya memuaskan.","positif"
"1700618869-1044","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Survey nya harusnya dijadikan dalam 1 form elektronik, sehingga tidak buang2 waktu yg survey, karena gak semua org mau isi survey. Mengenai hotel secara keseluruhan sudah bagus dan sudah memuaskan. Untuk kamar mandi terlalu kecil","positif"
"1700618869-1045","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Cocok untuk menginap setelah kerja seharian, kamarnya bersih,  nyaman, fasilitas lengkap,  ada akses bisa renang di hotel harrisjg,   check in cepat, pelayanan ramah,  sarapan lumayan enak, variasi pilihannya banyak","positif"
"1700618869-1046","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Mantu... Pelayanan lancar...Ac dingin....air hangatnya kurang panas...toils kurang lengkap....Enak dibuat bermalam...harganya terjangkau....Lokasi mudah terjangkau dan dekat dengan pusat pembelanjaan serta stasiun....","positif"
"1700618869-1047","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Fasilitas tdk lengkap Makanan enak,tdk selengkap hotel lainnya dan kmr mandi kurang luas tapi asyik dg kolam renangnya ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Šdan ada tempat foto2 yg asyÃ¬iÃ¬iiiiiik tapi untuk kamarnya jg fasilitas nya minim","negatif"
"1700618869-1048","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Untuk kamarnya standar dan lumayan bersih. AC nya bocor2 di kamar 736. Tapi untuk pelayanan nya sangt amat bagus. Semua fasilitasnya standart. Tapi karena pelayanan resepsionis yang oke makanya saya betah nginep di sini.","negatif"
"1700618869-1049","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Iya besrih bagus pelayanan nya baik ada Alfa express nya berih ramah ada ruang makanan ada ada jualana kopi janji jiwa'. Komplit deh pokoknya. Kmrnya juga bgus. Desain nya anak muda sekali. Saya senang bisa stay lama di sini.","positif"
"1700618869-1050","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Untuk tempat tidur lumayan nyaman Pasilitas dihotel. Pelayanan memuaskan dan baik. Untuk mas mas nya juga ramah2. Selama menginap di pop gubeng saya terlayani dngn baik. Beda dgn hotel sebelah. Yg biasanya cuek. ada juga Alfamart nya yg lumayan lengkap.","Positif"
"1700618869-1051","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Untuk kamarnya bagus dan rapi, serta layanan yang baik. Petugasnya juga ramah.  Apalagi dengan kmi juga membantu untuk memberikan fasilitas yg baik.  Kebersihan juga terjamin. Ada atm dan alfa express yang membantu juga.","positif"
"1700618869-1052","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sebuah hotel yang bagus pelayanannya, saya suka banget tata ruang, kamar dan tatawarna yg apik sehingga betah menginap ditempat tersebut ditunjang letak hotel yang murah dan mudah terjangkau serta berada dipusat kota surabaya. Ayo kawan2 ajak kerabat dan keluarga untuk menginap dihotel Pop Surabaya dijamin puas!","positif"
"1700618869-1053","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","tempat hotel dengan harga terjangkau, memiliki fasilitas yang terbilang lengkap, sarapan ok, kamar mandi airnya merembes di kamar 938 harap diperbaiki, lokasi dekat stasiun dan relatif mudah di jangkau","negatif"
"1700618869-1054","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Harga terjangkau. Sesuai dengan harga yang dibayar. Nyaman. Bersih. Hanya saja kurang dilengkapi dengan peralatan mandi. Dan jetshower mati.perlu diperbaiki. But overall cukup menyenangkan stay di pop","negatif"
"1700618869-1055","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan yang di berikan pop gubeng memuaskan dan baik. Untuk resepsionisnya sangat membantu keluarga kami saat mengalami kendala. Sarapan pagi nya juga lumayan enak. Lokasi hotel juga strategis. Kamarnya juga bersih.","positif"
"1700618869-1056","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Nginep di pop mmg asyikk.. Karna playanannya yg ramah dan baik. Kamarnya juga bagus meskipun kecil. Kebersihannya juga baik. Untuk resepsionisnya baik sekali. Sangat membantu dalam melayni pertanyaan2 kami. Good job","positif"
"1700618869-1057","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Minimalis, stylish. Itulah konsep hotel ini. Dengan harganya yang minimalis, kalian bisa dapet hotel stylish. Kamar yang nyaman jiga membiat tidur semakin pulas dan tentunya nyenyak. Selamat Mencoba dan bersenang senang!","positif"
"1700618869-1058","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","dr awal hamil anak kedua karena kandungan bermasalah hrus k rs dr sutomo saya selalu nginap disini.. Selain deket sama rs dr sutomo.. Disini ada kolamnya anak saya suka.. Hotelnya lucu bgt... Pas lah untuk klg kcil saya.. Berhubung bs ke sby lg saya ttp langganan deh sama ini hotel...","positif"
"1700618869-1059","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Untuk keseluruhan oke. Dan kamar nya minimalis. Cuma kurang ada meja dan kursi di dalam kamar. Pelayanan nya pop gubeng memuaskan dan bersahabat. Fasilitas atm dan minimarket juga tersedia. Komplit deh.","positif"
"1700618869-1060","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan lumayan bagus,kamarnya kurang luas apalagi kamar mandi juga kecil. Ac kamar kurang dingin dan dikar tidak ada hanger. Dari segi makanan kurang bervariatif dan kolam renang gabung dengan harris.","negatif"
"1700618869-1061","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pengalaman saya menginap di pop hotel gubeng sangat menyenangkan, walau hanya singkat tapi suasana hotel meninggalkan kesan yang sangat baik. Kamar rapih dan bersih, kamar mandi sangat bersih, makanan tidak terlalu banyak jenis namun rasanya enak. Pelayanannya sangat baik, petugasnya sangat ramah.","positif"
"1700618869-1062","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","hotelnya nyaman,bersih, untuk harga segitu sudah super oke, makanan juga enak dan pelayanannya baik. di sini juga terdapat fasilitas berupa atm mandiri dan alfa express jadi kalo mau beli-beli cemilan dekat deh","positif"
"1700618869-1063","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanannya ramah.. Harga sangat sesuai dengan pelayanannya.. Kerennnnnnn... Baikkk bangettt... Ramahh.. Tempatnya nyamann.. Cocok bangett buat orang-orang bacpackeran yang lagi nyari penginapan murah dan terjangkau","positif"
"1700618869-1064","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sungguh luar biasa POP HOTEL GUBENG ini. Karena hrga yang di tawarkan sungguh menarik. Saya pikir pelayanan nya akan biasa saja tapi ternyata sungguh baik pelayanan nya. Untuk mas yulius juga melayani dgn baik saat sarapan. Harga dan pelayanan tidak sebanding. Hahahaa. Terlalu murah dgn pelayanan bintang 5.","positif"
"1700618869-1065","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayan bagus, ramah Kamar ok Fasilitas berjalan dengan baik Untuk ukuran bintang 2 hotel ini sudah nyaman, letak hotel strategis dekat dengan stasiun dan mall Sukses terus hotel pop gubeng surabaya :)))","positif"
"1700618869-1066","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Fasilitas pop hotel GU be ng sang at lengkap. Ada mini market di lobby, Ada ATM juga. Terus ada lagi kedai kopi janji jiwa.. Sungguh 1 stop staycation deh. Selain itu pelayanan nya hugs bagus Dan ramah2. Thank you pop gubeng untk pelayanannya.","positif"
"1700618869-1067","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan untuk kamar seharga 340rb sangat baik. Melayani dengan baik. Posisi hotel juga sangat strategis, deket banget sama starbuck tinggal (jalan kaki aja sih, semenit nyampek). Trus kolam renang juga jadi satu sama hotel haris,ada pelayanan spa tp ada harga khusus. Kekurangan dari hotel ini adalah kelengkapan. Untuk harga segitu, ga ada sikat gigi. Kamar mandi di standarisasi dgn sangat biasa. Menurut saya harga segitu agak mahal, tapi lokasi memang oke","negatif"
"1700618869-1068","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel bagus, layanan ramah, fasilitas penunjang lengkap, tapi sayang persediaan alat mandi terbatas, sikat gigi dan pasta gigi tidak disediakan, meja kerja juga tidak ada mungkin ke depannya bisa diperbaiki lagi","negatif"
"1700618869-1069","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Ada Rakor di Srby nginap di sini pelayanannya ramah, kamar bagus krn ada sofabed bisa nyantai jika ada tamu. Srpanya dgn menu yg byk pilihan .untuk fasilitas juga lumayan lengkap. ada atm dan mini market yang membantu.","positif"
"1700618869-1070","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","makanannya enakkkk, ACnya masi baiiiikkkk, Pelayanan yang diberikan baiiikkkk, fasilitas kamarnya kurang sedikit lengkap tidak diberi pasta gigi. Wifinya lancar jayaaa. Interiornya lucuuu. Tempatnya minimaliss tapi keren","positif"
"1700618869-1071","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanannya bagus, serta terdapat deal yg menarik, fasilitas kamar mandi sederhana namun mendapat akses kolam renang ke Harris Hotel, City View yang bagus terutama saat matahari terbit, Lokasi juga strategis diapit oleh banyak kafe serta terletak ditengah kota Surabaya","positif"
"1700618869-1072","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Keren nihhh bermalam di POP Hotel... Pelayanannya ramah, cepat, dan tepat. Fasilitasnya juga ok yang yang penting ada Alfa express jadi ngga perlu kemana-mana. Hanya saja ngga ada sandalnya nih  Tapi overall puasss","positif"
"1700618869-1073","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan baik, buat fasilitasnya mencukupi buat sekedar menginap. Kamar bagus, cuma kurang sendal aja rasanya. Kasurnya nyaman dan AC nya juga ga masalah. Sarapannya enak, cukup meski variasinya terbatas.","positif"
"1700618869-1074","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan pada hotel ini sudah cukup baik dari longkungan kamar yang bersih dan rapi hingga sarapan yang disediakan oleh pihak hotel hanya saja di dlm kamar tidak disediakan shampoo dan untuk bantal tidurnya kurang","negatif"
"1700618869-1075","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Lucu kak, baru pertama kali lihat kamar mandi yang dapat portable hehe, cuma terkadang secara tidak sengaja airnya bisa merembes keluar hehe  pemandangannya masyaAllah apalagi klo malam. Selebihnya cukup. Pelanana cukuo baik, kamar bersih.","positif"
"1700618869-1076","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Tempatnya nyaman makanannya .. tapi card tiap kamar harusnya ada 2 agar partner kamar bisa leluasa masuk kamar dan naik turun lift.. selanjutnya kapasitas lift memadai tapi kurang besar dan fasilitas kamar atau bed n","negatif"
"1700618869-1077","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","nyaman bagus hospitalitynya juara makanannya enak dekat dengan mana mana cuman untuk kamarmandinya sedikit kurang besar ya mungin bisa di tingkatkan pelayananya agar lebih maximal lagi next time bisa berkunjung lagi disisni","positif"
"1700618869-1078","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Nginep d hotel yg bergaya simple dan minimalis merupakan salah satu ide yang pas, yang hal ini bisa kita temukan di pop hotel, Pop hotel gu eng merupakan hotel yang terletak di tengah kota, dimana kemana-kemana dekat bisa di jangkau","positif"
"1700618869-1079","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Disela pekerjaan yg bikin pusing, pop hotel bener2 memberikan kenyamanan yg bagus, desain kamar yg unik dan colorful membuat pikiran menjadi tenang dan ceria kembali. Lokasi juga mudah di jangkau .....","positif"
"1700618869-1080","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Sayangnya gak dapet sendal...  Jd klo dr luar kota ga bawa sendal trz mau berenang jd pke high heels deh k lokasi berenangnya...  Trz abiz berenang nyeker k kmar krna takut spatunya basah ðŸ˜… ... Dan Jg ga dapet sikat gigi...","negatif"
"1700618869-1081","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Fasilitas yang disediakan sangat nyaman, pelayanannya juga ramah, respon para staf hotel juga sangat cepat untuk  membantu kami dalam pelayanannya, dan juga waktu 14 hari terasa tidak cukup untuk menikmati seluruh fasilitas yang disediakan,  benar-benar nyaman banget..","positif"
"1700618869-1082","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan ok, fasilitas keren, 2 minggu aja ngak cukup. Kamar nyaman dan bersih. Semua nya oke dan bagus. Lokasi dekat dengan pusat kota. Secara keseluruhan pop gubeng ini sangat di rekomendasikan untuk berlibur.","positif"
"1700618869-1083","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Waktu pertma kali masuk di kamar pop gubeng rasanya pengen tidur terus dengan suasana nyaman dan sejuk oleh kedatangan Ase,di ruangan kamar selalu bersih dan nyaman,di dalam ada orang jualan makanan,berisi di dalam ada sebuah alfamaret,atm dan penitipn barang...  pokoknya pop gubeng is the best masalah kenyamanan di semua ruangan,ayo segera menginap di pop gubeng","positif"
"1700618869-1084","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Enak Dan menyenangkan  Cantik cantik karyawanne Bersih.   Ada atm ada alfamaret Dan bersih .  Kamarnya selalu bersih kasurnya empuk pokoknya dihotel gubeng menyenangkan rugi kalou gak ke hotel gubeng.   The best.","positif"
"1700618869-1085","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan staff ramah dan baik, fasilitas hotel nya cukup, untuk sarapan enak kalau bisa ditambahkan variasi menu nya ðŸ˜Š overall semua oke sayangnya untuk sandal hotel & sikat gigi harus mengeluarkan biaya lagi","positif"
"1700618869-1086","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Pelayanan sangat nyaman . Semua pegawai menerapkan budaya senyum Kamar nyaman dengan pemandangan yang bagus di jendela. Kami merasa betah di hotel ini . Tapi mohon tingkatkan lagi fasilitas2 seperti lemari untuk menyimpan baju Terimakasih","negatif"
"1700618869-1087","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotelnya nyaman,pelayanan terpadu, pelayan cowoknya ganteng ganteng, pelayan ceweknya cantik cantik, apalagi mbak Dewi cantik dari hati, hotel ada alfaexpress,WiFi lancar,petugas kebersihan bekerja dengan baik,hotel pop Gubeng number one","positif"
"1700618869-1088","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Fasilitas sudah bagus,tidur nyenyak,tp hanya saran saja kamar mandinya pengap sehingga ga bisa mandi lama lama hehehehee tp intinya joss dahh,bagus buat foto sunset hehee,sukses selalu dah buat hotel popðŸ’¥ðŸ’¥","positif"
"1700618869-1089","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Hotel nya bagus,nyaman,bersih,suasana nya bagus,fasilitas lengkap,pelayanan nya juga enak ,sopan,santun,dilengkapi sama alfa jado gabingung mau beli makanan atau minuman ,pokok nya enak lah di hotel ini","positif"
"1700618869-1090","https://www.tripadvisor.co.id/Hotel_Review-g297715-d7729221-Reviews-POP_Hotel_Gubeng_Surabaya-Surabaya_East_Java_Java.html","Kamarrrnya bagusss, bersih, rapih, air panas di shower berfungsi dan ada alfaexpress yang memenuhi keperluan semuanya sudah tepat dilobby hotel jadi tidak perlu cari jauh jauh, deket dg taman pulaa suka â¤ï¸","positif"
